物流单号,spu_id,商品名称,品牌,一级分类,发货仓库,目的地城市,物流公司,运输方式,发货日期,预计到达,实际到达,运输天数,物流运费,发货数量,件单价,物流状态
YT2604109304651,3473045769244810731,鲜活大连紫海胆 80 110g 颗 4颗,味库 (WECOOK),食品酒水,广州白云仓,合肥,极兔速递,特快专递,2026-04-10,2026-04-15,2026-04-15,5,58.59,17,199.0,已签收
YT2604089591377,3475693114222577997,夏季儿童防蚊裤休闲夏装薄款,史努比 (Snoopy),母婴,北京通州仓,太原,极兔速递,特快专递,2026-04-08,2026-04-13,2026-04-15,7,22.34,6,3.06,已延误
YT2606217812824,3461170977059299835,2020秋新款女装学院风格纹不对称压褶拼接半身裙120330C6250,Lily/丽丽,服装,上海嘉定仓,武汉,申通快递,同城配送,2026-06-21,2026-06-25,2026-06-25,4,31.33,7,129.0,已签收
YT2605298761677,3473592449828549834,A达芙妮女鞋202003529,达芙妮 (DAPHNE),服装,北京通州仓,南京,顺丰速运,标准快递,2026-05-29,2026-05-30,2026-06-02,4,38.34,12,119.0,已延误
YT2606186393750,3482840625102088091,ANTA 安踏女防晒衣轻薄休闲衣16827644RD,安踏 (ANTA),运动健康,北京通州仓,长春,韵达物流,标准快递,2026-06-18,2026-06-21,2026-06-21,3,27.1,3,109.43,已签收
YT2604266536372,3477706101120731104,短款珍珠上衣,橙慕伊,服装,武汉东西湖仓,苏州,京东物流,陆运快件,2026-04-26,2026-04-28,2026-04-28,2,63.39,20,88.0,已签收
YT2606042732269,3480646349865808065,小米电视4A 50英寸4K超高清人工智能语音杜比 DTS双解码电视,小米 (MI),家用电器,成都双流仓,昆明,顺丰速运,同城配送,2026-06-04,2026-06-06,2026-06-06,2,16.52,1,2100.0,运输中
YT2604165153056,3475084321927381596,汉鼎拉力王线组,汉鼎 (Handing),运动健康,武汉东西湖仓,武汉,德邦物流,航空快件,2026-04-16,2026-04-17,2026-04-17,1,41.67,19,1.5,已签收
YT2604256048706,3458577003500940819,2024206 2020冬季新款软糯羊毛双面毛呢知性外套大衣轻奢保暖显瘦,浅墨,服装,广州白云仓,成都,京东物流,特快专递,2026-04-25,2026-04-30,2026-04-30,5,17.17,5,1288.0,运输中
YT2604096842803,3478816015125719536,JEEP SPIRIT吉普速干衣短袖T桖户外运动轻薄透气冰丝吸汗宽松,JEEPSPIRIT1941ESTD,运动健康,广州白云仓,合肥,京东物流,陆运快件,2026-04-09,2026-04-10,2026-04-10,1,17.72,9,21.89,已签收
YT2605305138491,3452442443579058447,2020秋冬新款女时尚格纹百褶半裙,太平鸟 (PEACEBIRD),服装,武汉东西湖仓,昆明,德邦物流,同城配送,2026-05-30,2026-06-03,2026-06-04,5,24.94,7,381.49,已延误
YT2604141686387,3500202605336986095,阿迪达斯男子休闲运动鞋EG8656,阿迪达斯 (Adidas),运动健康,武汉东西湖仓,苏州,中通快递,陆运快件,2026-04-14,2026-04-18,2026-04-18,4,7.57,1,345.33,已揽收
YT2605156678888,3482136785113475937,七匹狼2021新款休闲时尚短裤1D1B30404618,七匹狼(SEPTWOLVES),服装,成都双流仓,青岛,极兔速递,航空快件,2026-05-15,2026-05-19,2026-05-19,4,8.39,1,179.0,运输中
YT2606193877134,3484195730283986692,贵人鸟2021夏季新款针织百搭运动POLO衫1202113G,贵人鸟,运动健康,成都双流仓,南昌,申通快递,同城配送,2026-06-19,2026-06-24,2026-06-24,5,403.2,149,59.8,运输中
YT2606235076523,3469907634210091396,心上 迪奥 单肩包 95新 DBW KY,迪奥 (DIOR),箱包饰品,上海嘉定仓,长春,中通快递,标准快递,2026-06-23,2026-06-25,2026-06-25,2,21.01,1,22056.0,派送中
YT2604205424842,3457505531567192933,初为秋款立领连衣裙1262,初为,服装,武汉东西湖仓,合肥,德邦物流,陆运快件,2026-04-20,2026-04-25,2026-04-25,5,15.59,1,999.0,已签收
YT2604143682812,3479048280506249784,胖虎香奈儿GABRIELLE系列 95新 公价33100,出处,个护化妆,成都双流仓,哈尔滨,京东物流,陆运快件,2026-04-14,2026-04-19,2026-04-19,5,17.82,1,18999.0,运输中
YT2605212608860,3481784900573623166,02,彪马 (PUMA),运动健康,成都双流仓,北京,京东物流,标准快递,2026-05-21,2026-05-24,2026-05-24,3,39.84,20,391.02,已签收
YT2604173582227,3493614290768934721,雅诗兰黛DW持妆粉底液,雅诗兰黛 (ESTEE LAUDER),个护化妆,广州白云仓,南京,德邦物流,特快专递,2026-04-17,2026-04-18,2026-04-18,1,25.65,4,72.59,运输中
YT2605225943196,3479977803913552764,12斤天然皂脂洗衣液柔顺净白植萃持久香味500g 袋 12袋,俞兆林 (YUZHAOLIN),家居家装,北京通州仓,昆明,中通快递,标准快递,2026-05-22,2026-05-24,2026-05-27,5,13.57,1,15.31,已延误
YT2606283602336,3452440515189072216,洁丽雅纯棉浴巾加大加厚,洁丽雅（Grace）,家居家装,成都双流仓,济南,中通快递,标准快递,2026-06-28,2026-07-01,2026-07-01,3,10.13,2,87.51,运输中
YT2606078861877,3475844960677423962,PRAMY 柏瑞美丝柔蜜粉散粉控油持久自然遮瑕防水,柏瑞美 (PRAMY),个护化妆,成都双流仓,大连,圆通快递,同城配送,2026-06-07,2026-06-09,2026-06-09,2,14.43,2,104.92,派送中
YT2605102155636,3434836878250143543,海底捞醇香牛油火锅底料150g 2,海底捞,未分类,武汉东西湖仓,郑州,韵达物流,特快专递,2026-05-10,2026-05-11,2026-05-11,1,666.03,222,15.92,已签收
YT2604285521345,3489569932491025871,金利来袜子男士夏季薄款长袜网眼透气纯棉防臭吸汗中筒袜棉薄袜男,金利来 (Goldlion),服装,北京通州仓,宁波,极兔速递,航空快件,2026-04-28,2026-05-03,2026-05-03,5,9.27,1,94.8,已签收
YT2606246715050,3487260655403272038,Y SING衣香丽影冰丝雪纺衬衫 910531383,衣香丽影 (Y.SING),服装,北京通州仓,武汉,韵达物流,标准快递,2026-06-24,2026-06-29,2026-06-29,5,8.72,1,194.33,已签收
YT2605132776682,3489752331371869451,安踏儿童2021年夏季新品男大童无袖速干透气跨栏背心 352125106,安踏 (ANTA),服装,广州白云仓,天津,京东物流,标准快递,2026-05-13,2026-05-14,2026-05-14,1,9.44,1,99.0,派送中
YT2606039817282,3458164358117481036,Mini Peace 女童款春季棉马甲F2AG93461,MiniPeace,母婴,广州白云仓,厦门,京东物流,陆运快件,2026-06-03,2026-06-05,2026-06-05,2,18.0,1,259.0,运输中
YT2605018667463,3468232197398500350,南极冰藻保湿乳液75ml,纽西之谜 (geoskincare),个护化妆,北京通州仓,厦门,京东物流,陆运快件,2026-05-01,2026-05-02,2026-05-02,1,15.02,1,129.0,运输中
YT2606151141378,3450949768531054415,一叶子乳酸菌桃子面膜30片,一叶子 (One Leaf),未分类,武汉东西湖仓,郑州,圆通快递,同城配送,2026-06-15,2026-06-17,2026-06-17,2,22.62,2,110.28,运输中
YT2605243317310,3460861372194232466,胖虎LV 99新 公价14000 992101230713,路易威登 (Louis Vuitton),箱包饰品,广州白云仓,郑州,中通快递,特快专递,2026-05-24,2026-05-29,2026-06-01,8,13.31,2,13599.0,已延误
YT2606062526746,3484515305898771623,UNNY悠宜防晒霜防紫外线SPF50倍户外防水防汗50ml,悠宜 (UNNY CLUB),个护化妆,广州白云仓,重庆,圆通快递,特快专递,2026-06-06,2026-06-07,2026-06-07,1,22.05,2,54.25,已揽收
YT2604012835289,3428944133191009208,训练运动T恤1351617,安德玛 (UNDER ARMOUR ),未分类,成都双流仓,厦门,德邦物流,陆运快件,2026-04-01,2026-04-03,2026-04-03,2,176.41,58,135.01,已签收
YT2604012120189,3473797781561430163,速干防挂便携方形鱼护,渔之源 (Yuzhiyuan),运动健康,北京通州仓,重庆,圆通快递,航空快件,2026-04-01,2026-04-04,2026-04-04,3,18.47,1,62.43,运输中
YT2606059221374,3503866414421385386,TeenieWeenie小熊毛绒外套女2021冬季新款女外套TTJU218C02N,TEENIE WEENIE,未分类,武汉东西湖仓,杭州,中通快递,同城配送,2026-06-05,2026-06-10,2026-06-10,5,145.07,58,0.02,运输中
YT2606189002363,3448562440898519367,秋水伊人大衣冬装2020年新款时尚复古英伦风中长外套女6040107332,秋水伊人,未分类,广州白云仓,福州,京东物流,标准快递,2026-06-18,2026-06-21,2026-06-21,3,27.7,20,380.77,派送中
YT2604018888923,3476039911424007918,卡帝乐鳄鱼工装短裤夏装男士五分大短裤,卡帝乐鳄鱼 (CARTELO),服装,武汉东西湖仓,武汉,申通快递,标准快递,2026-04-01,2026-04-03,2026-04-03,2,9.22,1,100.36,已揽收
YT2604102656173,3463017151621923470,婴童t恤200121100102,巴拉巴拉 (BALABALA),母婴,成都双流仓,宁波,极兔速递,陆运快件,2026-04-10,2026-04-14,2026-04-14,4,10.95,1,39.0,已签收
YT2604193665672,3479527244664286389,啊宗 L027 成人颗粒枕,杉杉 (Firs),家居家装,武汉东西湖仓,太原,韵达物流,陆运快件,2026-04-19,2026-04-22,2026-04-22,3,8.99,1,39.9,运输中
YT2604199503364,3486973534742416242,遇见香芬手膜细嫩双手细纹嫩白保湿补水去死皮老茧手部护理套装女,遇见香芬 (COCOESSENCE),个护化妆,北京通州仓,长春,韵达物流,同城配送,2026-04-19,2026-04-21,2026-04-21,2,21.54,5,101.31,已揽收
YT2604015735093,3479118243376006072,魔力吸吸纸尿裤拉拉裤正装,安儿乐 (ANERLE),母婴,武汉东西湖仓,天津,圆通快递,标准快递,2026-04-01,2026-04-05,2026-04-06,5,42.93,13,95.39,已延误
YT2606106462740,3471345340203065570,秋水伊人风衣新款纯色时尚简约风衣6031011403,秋水伊人,服装,成都双流仓,贵阳,京东物流,陆运快件,2026-06-10,2026-06-13,2026-06-13,3,313.41,163,228.0,运输中
YT2604264589522,3487509989042582136,溪木源山茶花沁润舒缓水乳两件套补水保湿修护肌肤化妆品,溪木源,个护化妆,上海嘉定仓,长沙,顺丰速运,标准快递,2026-04-26,2026-04-29,2026-04-29,3,420.01,154,185.73,已揽收
YT2604024799939,3459881694323182321,乐扣乐扣遇见元气保温杯女简约ins咖啡杯子便携不锈钢水杯学生男,乐扣乐扣(LOCK&LOCK),家居家装,成都双流仓,合肥,极兔速递,航空快件,2026-04-02,2026-04-05,2026-04-05,3,18.41,1,121.4,派送中
YT2605265100648,3455001048224273842,LS牛来运转大红哈衣,咖啦熊,母婴,北京通州仓,上海,极兔速递,标准快递,2026-05-26,2026-05-29,2026-05-29,3,18.97,10,32.5,派送中
YT2606025621001,3473085905538045538,柒柒力荐 缪缪 98新 市场价13000,缪缪 (Miumiu),个护化妆,武汉东西湖仓,大连,顺丰速运,陆运快件,2026-06-02,2026-06-05,2026-06-07,5,22.02,2,3899.0,已延误
YT2605073023332,3488133124406262049,海澜之家舒适绣花透气连帽休闲卫衣HNZWJ3R051A,海澜之家 (HLA),服装,广州白云仓,成都,中通快递,航空快件,2026-05-07,2026-05-09,2026-05-09,2,144.13,92,34.1,运输中
YT2604112487902,3456400028594227469,妃鱼 缪缪 单肩包 98成新 公价15000,缪缪 (Miumiu),服装,北京通州仓,上海,申通快递,航空快件,2026-04-11,2026-04-16,2026-04-16,5,18.45,2,1920.0,已揽收
YT2606284625785,3490117094127841885,MAXRIENY春时尚简约圆领套头长袖打底衫短款复古上衣女,MAXRIENY,服装,武汉东西湖仓,西安,京东物流,陆运快件,2026-06-28,2026-07-01,2026-07-01,3,22.24,3,265.78,派送中
YT2605182188212,3467512554253876819,懒角落 五谷杂粮密封罐家用储物罐厨房收纳罐大号粮食塑料罐66182,懒角落 (Lazy Corner),家居家装,上海嘉定仓,合肥,顺丰速运,标准快递,2026-05-18,2026-05-23,2026-05-23,5,18.89,1,25.9,派送中
YT2604034689755,3462252960782898349,三合一凝珠 270g 3赠衣物柔顺剂420ml,奥妙 (AOMOL),家居家装,武汉东西湖仓,南宁,京东物流,陆运快件,2026-04-03,2026-04-07,2026-04-10,7,15.96,1,74.9,已延误
YT2605058097818,3447478929709991005,科颜氏精华,科颜氏 (KIEHL'S),个护化妆,广州白云仓,宁波,申通快递,同城配送,2026-05-05,2026-05-07,2026-05-07,2,20.4,1,473.64,运输中
YT2604055092523,3484749540387612521,AD059史努比夏天舒适上衣,史努比 (Snoopy),服装,广州白云仓,哈尔滨,顺丰速运,陆运快件,2026-04-05,2026-04-08,2026-04-08,3,15.72,3,28.9,运输中
YT2606225258213,3458395045063955990,康佳多功能陶瓷料理锅 KES MIX3,康佳 (Konka),家用电器,北京通州仓,郑州,申通快递,特快专递,2026-06-22,2026-06-26,2026-06-26,4,16.61,5,899.0,已签收
YT2605173943851,3478413078541027209,米兰坊miumiu奶茶色手拿包 9新 公价6800 B3346,缪缪 (Miumiu),箱包饰品,武汉东西湖仓,武汉,极兔速递,标准快递,2026-05-17,2026-05-18,2026-05-18,1,14.39,1,1900.0,运输中
YT2606052578488,3473192223301065456,范思哲 99新 市场价4000,范思哲 (VERSACE),箱包饰品,广州白云仓,苏州,顺丰速运,同城配送,2026-06-05,2026-06-06,2026-06-06,1,51.73,30,999.0,派送中
YT2606026507706,3436862122825509989,火烈鸟MX睫毛膏,火烈鸟 (PRESTIGE LES TERRIADES),个护化妆,成都双流仓,天津,京东物流,标准快递,2026-06-02,2026-06-04,2026-06-04,2,6.68,1,19.0,运输中
YT2605287152034,3409029724977161032,百科仕TT F007直播唱歌声卡手机电脑通用网红录音设备,百科仕 (VOKUSS),未分类,上海嘉定仓,广州,圆通快递,特快专递,2026-05-28,2026-05-30,2026-05-31,3,12.52,2,495.82,已延误
YT2606194253053,3474768096101857208,贵人鸟夏季迷彩短裤1205302G,贵人鸟,服装,广州白云仓,济南,中通快递,同城配送,2026-06-19,2026-06-20,2026-06-20,1,12.58,2,100.12,已签收
YT2605251309216,3461899830912226167,老佛爷古驰腰包,古驰 (GUCCI),箱包饰品,武汉东西湖仓,青岛,极兔速递,陆运快件,2026-05-25,2026-05-26,2026-05-27,2,6.22,1,4999.0,已延误
YT2606185570241,3452395770219753886,小竹子LV 路易威登老花中古信封包Z2011253 95新,路易威登 (Louis Vuitton),箱包饰品,上海嘉定仓,沈阳,韵达物流,陆运快件,2026-06-18,2026-06-23,2026-06-23,5,16.37,1,4899.0,已签收
YT2604038772422,3494754478010289110,白云山大白茶300g,盈康药业 (YYKPP),食品酒水,上海嘉定仓,南宁,圆通快递,标准快递,2026-04-03,2026-04-07,2026-04-07,4,428.35,155,299.0,已签收
YT2604063434476,3479749300815276939,胖虎施华洛世奇四叶草 99新 公价1290 992103260553,施华洛世奇 (Swarovski),珠宝礼品,武汉东西湖仓,郑州,京东物流,陆运快件,2026-04-06,2026-04-08,2026-04-10,4,28.18,17,305.6,已延误
YT2605082690571,3493789686302908537,飞鹤飞帆 较大婴儿配方奶粉 2段 900克,飞鹤 (FEIHE),母婴,成都双流仓,大连,申通快递,特快专递,2026-05-08,2026-05-13,2026-05-13,5,23.7,6,166.83,已签收
YT2605165863340,3459324858238919508,蒂楚优品 秋冬季针织衫毛衣男 905,蒂楚,服装,广州白云仓,武汉,韵达物流,陆运快件,2026-05-16,2026-05-18,2026-05-18,2,12.36,2,62.91,运输中
YT2605058199248,3455593178059650824,主播自留款修身加绒连衣裙5355,蒂妮佳,服装,北京通州仓,上海,中通快递,标准快递,2026-05-05,2026-05-07,2026-05-07,2,23.92,10,164.3,已签收
YT2606049293730,3471559001907553558,米家声波牙刷T100,米家 (MIJIA),家用电器,上海嘉定仓,苏州,中通快递,同城配送,2026-06-04,2026-06-08,2026-06-09,5,10.08,1,39.9,已延误
YT2604151531261,3498097987551370142,拼手速菗浮力款预售7天内发尔木萄定妆控油粉饼 10,尔木萄 (AMORTALS),个护化妆,武汉东西湖仓,昆明,中通快递,标准快递,2026-04-15,2026-04-19,2026-04-19,4,22.61,7,29.9,已签收
YT2604064588569,3490857868805174184,芙丽芳丝净润洗面霜,芙丽芳丝 (Freeplus),个护化妆,广州白云仓,宁波,京东物流,陆运快件,2026-04-06,2026-04-08,2026-04-08,2,7.11,2,107.08,已签收
YT2605126832292,3474336604376662732,梵贞黄金烟酰胺睡眠面膜 补水免洗保湿,梵贞,个护化妆,武汉东西湖仓,沈阳,京东物流,陆运快件,2026-05-12,2026-05-15,2026-05-15,3,22.05,5,39.9,运输中
YT2606267542126,3454677950727859581,雅鹿 官方旗舰店极寒儿童羽绒服Y3006A07190 Z081,雅鹿（YALOO）,服装,北京通州仓,南昌,德邦物流,特快专递,2026-06-26,2026-06-29,2026-06-29,3,24.86,3,799.17,运输中
YT2606117897484,3489593217664594479,太平鸟女装迪士尼合作款上衣,太平鸟 (PEACEBIRD),服装,武汉东西湖仓,福州,申通快递,标准快递,2026-06-11,2026-06-15,2026-06-15,4,21.37,1,386.0,已签收
YT2605154105979,3477537502213095071,C21M032猫和老鼠春款卫衣,格威·格丽 (gyow green),服装,成都双流仓,北京,韵达物流,同城配送,2026-05-15,2026-05-16,2026-05-16,1,9.72,1,55.0,运输中
YT2604143965876,3411880636221374979,justcc卡卡正品U型背心,JUSTCC,未分类,成都双流仓,昆明,申通快递,同城配送,2026-04-14,2026-04-17,2026-04-17,3,29.87,9,80.64,已签收
YT2605113564102,3482104001636500469,FILA 斐乐潮牌2021夏季新品时尚LOGO连衣裙T11W122305F,斐乐 (FILA),服装,广州白云仓,广州,顺丰速运,标准快递,2026-05-11,2026-05-12,2026-05-12,1,22.49,1,850.0,已揽收
YT2605099639367,3485436748199290413,Mistine蜜丝婷小黄帽面部防晒霜40ml,蜜丝婷 (Mistine),个护化妆,上海嘉定仓,沈阳,京东物流,同城配送,2026-05-09,2026-05-10,2026-05-12,3,41.12,12,47.54,已延误
YT2606111713580,3442629078400809400,巴拉巴拉女童毛衣小童针织衫套头打底衫28034200553,巴拉巴拉 (BALABALA),母婴,广州白云仓,南宁,申通快递,同城配送,2026-06-11,2026-06-13,2026-06-13,2,11.4,1,99.0,运输中
YT2604172930600,3425925694859966876,蒂爱便携式床中床 5 缓坡防呛奶,蒂爱 (dilove),母婴,成都双流仓,哈尔滨,圆通快递,标准快递,2026-04-17,2026-04-20,2026-04-20,3,6.68,1,405.09,已签收
YT2604053937467,3445581529105969781,巴拉巴拉宝宝冬装男女婴儿裤子男童28 084182283,巴拉巴拉 (BALABALA),母婴,北京通州仓,苏州,韵达物流,同城配送,2026-04-05,2026-04-06,2026-04-07,2,25.51,3,46.22,已延误
YT2605257659751,3487295305051935684,三枪印条舒肤棉圆领短袖中裤女家居套81722,三枪 (THREEGUN),服装,北京通州仓,重庆,极兔速递,陆运快件,2026-05-25,2026-05-28,2026-05-28,3,13.55,2,57.5,已签收
YT2606025940004,3480687121998704292,安踏短袖T恤夏季圆领透气休闲运动T恤上衣体恤162128143R,安踏 (ANTA),运动健康,武汉东西湖仓,长春,极兔速递,陆运快件,2026-06-02,2026-06-07,2026-06-07,5,22.35,3,50.17,运输中
YT2606057000475,3481220443120238950,城野医生377 VC精华18g,城野医生 (Dr.Ci:Labo),个护化妆,武汉东西湖仓,长春,京东物流,标准快递,2026-06-05,2026-06-08,2026-06-08,3,10.23,2,385.0,已签收
YT2606256894563,3491969374213005564,有道 数学重难点暑期专项班,有道 (youdao),图书音像,成都双流仓,济南,申通快递,特快专递,2026-06-25,2026-06-26,2026-06-26,1,200.0,91,2.99,已签收
YT2604306660264,3472702395073564327,Spes鱼子酱臻萃奢养洗发水 直营,诗裴丝 (Spes),个护化妆,上海嘉定仓,西安,圆通快递,同城配送,2026-04-30,2026-05-02,2026-05-02,2,106.96,77,9.9,已签收
YT2605248964807,3433534483104725523,巴拉巴拉冬装男中童羽绒服22074191207,巴拉巴拉 (BALABALA),服装,武汉东西湖仓,南昌,顺丰速运,特快专递,2026-05-24,2026-05-25,2026-05-25,1,17.87,3,232.5,运输中
YT2605144406166,3489612006116450038,MiuMiu高定款法式气质V领小众设计感连衣裙,缪缪 (Miumiu),服装,广州白云仓,哈尔滨,中通快递,特快专递,2026-05-14,2026-05-19,2026-05-20,6,19.09,2,111.75,已延误
